-9488.00207279281,0.0,0
-9494.364875859,0.0027522935779816515,3
-9506.73082236837,0.007339449541284404,8
-9521.1839204851,0.011926605504587157,13
-9535.58994080598,0.01651376146788991,18
-9550.84118157143,0.02110091743119266,23
-9563.65700628726,0.024770642201834864,27
-9578.30224608509,0.029357798165137616,32
-9593.3630495936,0.03394495412844037,37
-9607.08031521085,0.03853211009174312,42
-9622.27037977736,0.043119266055045874,47
-9635.08693953685,0.046788990825688076,51
-9649.5928185756,0.05137614678899083,56
-9660.03493825221,0.05504587155963303,60
-9674.47732813744,0.05963302752293578,65
-9686.81419052709,0.06330275229357799,69
-9692.19011790017,0.06513761467889909,71
-9715.52411945049,0.07247706422018349,79
-9730.26860187711,0.07706422018348624,84
-9747.7135256705,0.08256880733944955,90
-9753.91652589359,0.08440366972477065,92
-9771.55594926995,0.08990825688073395,98
-9783.15474382585,0.09357798165137615,102
-9797.81816198473,0.0981651376146789,107
-9809.29149889089,0.1018348623853211,111
-9820.58790365938,0.10550458715596331,115
-9832.41028975908,0.10917431192660551,119
-9847.40991225709,0.11376146788990826,124
-9863.40451474491,0.11834862385321102,129
-9884.80299922553,0.12477064220183487,136
-9890.15253662542,0.12660550458715597,138
-9896.84486837926,0.12844036697247707,140
-9918.26819121453,0.13486238532110092,147
-9925.08927616659,0.13669724770642203,149
-9937.8227120685,0.14036697247706423,153
-9949.46917427843,0.14403669724770643,157
-9956.31056156586,0.14587155963302753,159
-9968.90065524104,0.14954128440366973,163
-9975.33527079808,0.15137614678899083,165
-9996.72623176875,0.1577981651376147,172
-10001.882451928,0.1596330275229358,174
-10022.9779677769,0.16605504587155964,181
-10028.4179847578,0.16788990825688074,183
-10047.9069582166,0.17339449541284405,189
-10059.2359173825,0.17706422018348625,193
-10074.501911083,0.181651376146789,198
-10078.3425334798,0.18256880733944955,199
-10098.1845237468,0.1889908256880734,206
-10104.6960838,0.1908256880733945,208
-10108.2259964378,0.19174311926605506,209
-10129.739587319,0.19724770642201836,215
-10141.252328454,0.20091743119266056,219
-10147.159811252,0.20275229357798166,221
-10155.5918656464,0.20550458715596331,224
-10173.1494025582,0.21100917431192662,230
-10181.9191860091,0.21376146788990827,233
-10194.4458038525,0.21743119266055047,237
-10209.1754529057,0.22201834862385322,242
-10217.6741953914,0.22477064220183487,245
-10229.9210328278,0.22844036697247708,249
-10250.2384370051,0.23486238532110093,256
-10260.4686245298,0.23761467889908258,259
-10260.4686242499,0.23761467889908258,259
-10260.4686242499,0.23761467889908258,259
-10260.4686242499,0.23761467889908258,259
-10260.4686242499,0.23761467889908258,259
-10260.4686242499,0.23761467889908258,259
-10260.4686242499,0.23761467889908258,259
-10260.4686242499,0.23761467889908258,259
-10260.4686242499,0.23761467889908258,259
-10260.4686242499,0.23761467889908258,259
-10260.4686242499,0.23761467889908258,259
-10260.4686242499,0.23761467889908258,259
-10260.4686242499,0.23761467889908258,259
-10260.4686242499,0.23761467889908258,259
-10260.4686242499,0.23761467889908258,259
-10260.4686242499,0.23761467889908258,259
-10260.4686242499,0.23761467889908258,259
-10260.4686242499,0.23761467889908258,259
-10260.4686242499,0.23761467889908258,259
-10260.4686242499,0.23761467889908258,259
-10260.4686242499,0.23761467889908258,259
-10260.4686242499,0.23761467889908258,259
-10260.4686242499,0.23761467889908258,259
-10260.4686242499,0.23761467889908258,259
-10260.4686242499,0.23761467889908258,259
-10260.4686242499,0.23761467889908258,259
